student_id,gender,school_type,study_environment,study_hours_per_week,attendance_percentage,previous_score,sleep_hours,assignments_completed,mock_tests_attempted,participation_score,parental_support_level,internet_access,stress_level,screen_time_hours,commute_time_mins,extracurricular_hours,tuition_support,final_score,performance_level
155,Male,Government,Average,3.93,81.65,83.15,6.86,20.0,2.0,2.95,0.0,1.0,9.87,3.23,4.91,6.24,1.0,84.8,High
962,Male,Private,Quiet,2.14,81.21,73.05,4.01,10.0,3.0,5.48,,1.0,5.46,4.32,37.82,0.59,1.0,68.87,Medium
854,Female,Government,,4.5,78.66,62.32,8.73,1.0,2.0,6.29,4.0,0.0,7.81,5.41,23.2,7.4,0.0,63.6,Medium
1312,Male,Government,Quiet,2.75,84.41,78.01,7.18,13.0,7.0,9.85,4.0,1.0,0.11,5.09,16.2,3.22,,90.68,High
626,Female,Government,Average,0.98,80.99,88.62,7.15,5.0,7.0,8.27,0.0,1.0,3.29,3.46,23.99,4.51,1.0,87.23,High
686,Male,Semi-Private,Noisy,7.72,100.0,50.81,8.36,19.0,1.0,1.29,4.0,0.0,8.27,2.28,16.88,10.37,0.0,61.72,Medium
1562,Female,Government,Quiet,4.87,84.04,85.19,6.22,18.0,6.0,6.59,0.0,0.0,4.4,4.76,57.37,3.01,1.0,80.38,High
570,Male,Government,Quiet,4.22,100.0,86.99,6.69,19.0,1.0,1.28,1.0,1.0,4.85,1.41,6.51,8.96,0.0,90.61,High
1909,Female,Private,Average,5.06,84.94,76.9,6.78,11.0,4.0,2.27,3.0,1.0,3.79,6.34,15.66,3.13,0.0,81.98,High
18,Male,Semi-Private,Quiet,2.09,75.21,60.0,5.93,3.0,0.0,2.76,2.0,1.0,4.71,3.56,35.75,0.38,0.0,57.9,Medium
128,Female,,Quiet,,98.06,62.68,5.08,18.0,10.0,0.54,1.0,0.0,9.82,6.16,30.15,1.48,0.0,73.9,Medium
1347,Male,Private,Quiet,4.61,81.84,52.03,6.26,3.0,8.0,6.14,0.0,0.0,2.52,4.88,33.95,5.3,1.0,71.24,Medium
1280,Female,Private,Quiet,5.22,90.56,63.8,5.56,1.0,7.0,8.04,3.0,0.0,1.36,1.12,38.69,4.41,0.0,75.29,High
1969,Male,Government,Average,1.78,84.44,74.39,8.24,12.0,5.0,1.97,1.0,1.0,6.4,1.69,35.07,6.29,0.0,72.31,Medium
928,Male,Semi-Private,Quiet,6.5,56.5,77.32,8.14,18.0,1.0,3.54,2.0,1.0,3.04,4.17,7.74,5.21,0.0,81.47,High
981,Female,Government,Average,4.79,91.37,46.18,8.71,11.0,4.0,9.63,0.0,1.0,0.82,4.04,41.67,3.39,1.0,74.85,Medium
1965,Male,Private,Average,2.49,70.41,59.23,6.31,10.0,5.0,9.21,1.0,1.0,0.79,4.21,22.74,4.64,1.0,71.88,Medium
191,Female,Government,Quiet,0.55,100.0,90.28,5.62,11.0,10.0,2.28,5.0,1.0,7.93,4.47,25.7,3.22,,86.75,High
1140,Male,Government,Average,5.32,,94.86,8.02,1.0,9.0,4.89,2.0,1.0,6.12,4.23,0.0,4.9,1.0,85.59,High
993,Male,Private,Quiet,2.41,77.19,58.99,9.34,8.0,5.0,0.47,0.0,1.0,3.43,4.89,25.28,1.52,0.0,58.87,Medium
1956,Male,Government,Quiet,3.26,,70.19,8.01,13.0,9.0,3.18,5.0,,7.8,6.28,0.0,3.14,0.0,90.37,High
1657,Female,Government,Quiet,0.9,100.0,71.66,7.36,10.0,3.0,4.3,3.0,0.0,9.28,3.67,39.92,4.3,0.0,69.35,Medium
607,Female,Semi-Private,Noisy,2.81,44.28,63.18,7.24,5.0,8.0,0.24,5.0,0.0,4.65,3.37,,,1.0,61.09,Medium
181,Female,Private,Noisy,4.97,82.41,58.62,7.0,15.0,9.0,,3.0,1.0,4.51,3.76,,7.08,1.0,86.7,High
302,Female,Private,Quiet,2.73,67.7,70.47,9.47,9.0,8.0,3.52,5.0,0.0,5.14,4.87,1.69,5.17,0.0,69.32,Medium
497,Male,Government,Average,3.26,79.17,81.79,6.94,10.0,10.0,4.28,5.0,1.0,3.2,1.75,10.34,5.55,0.0,91.99,High
1721,Male,Private,Quiet,,86.66,57.67,6.71,3.0,10.0,0.59,2.0,1.0,0.27,3.31,42.93,4.07,0.0,67.49,Medium
1710,Male,Government,Average,4.3,95.61,76.43,8.07,18.0,4.0,8.19,1.0,0.0,8.87,,0.0,4.46,1.0,86.84,High
1888,Female,Semi-Private,Average,2.24,83.65,69.77,7.29,2.0,1.0,0.51,4.0,0.0,3.41,5.72,13.88,5.06,1.0,55.93,Medium
1992,Male,Private,Quiet,6.54,61.5,46.02,7.46,18.0,5.0,4.58,5.0,1.0,5.3,3.58,20.75,3.99,1.0,76.02,High
518,Female,Government,Average,2.78,96.91,93.32,9.4,18.0,9.0,5.05,5.0,1.0,1.6,2.08,32.03,5.64,0.0,100.0,High
1985,Male,Private,Quiet,2.45,71.59,55.26,6.1,0.0,8.0,7.39,1.0,1.0,2.62,3.82,8.53,7.46,0.0,69.41,Medium
1070,Male,Government,Quiet,5.19,69.73,73.7,6.95,2.0,8.0,3.8,0.0,1.0,8.29,4.12,18.02,4.13,1.0,65.26,Medium
477,,Government,Average,,90.99,59.61,6.68,17.0,8.0,2.06,1.0,1.0,8.87,1.31,24.96,0.36,0.0,66.07,Medium
158,Male,Government,Quiet,,77.59,68.99,5.82,8.0,7.0,0.11,2.0,1.0,4.81,3.36,35.75,3.91,1.0,67.88,Medium
1244,Female,Government,Average,4.79,89.08,74.9,7.48,17.0,1.0,8.19,4.0,0.0,0.91,0.8,24.91,2.22,0.0,97.49,High
1196,,Private,Quiet,2.25,86.65,69.71,6.15,4.0,8.0,5.0,0.0,1.0,2.5,5.66,16.67,5.27,1.0,68.36,Medium
17,Female,Private,Noisy,3.77,80.02,81.15,4.0,9.0,3.0,9.56,1.0,1.0,3.09,1.81,23.39,3.81,0.0,84.62,High
1536,Female,Government,Quiet,2.43,88.11,46.13,6.72,11.0,1.0,7.72,1.0,0.0,8.27,5.97,34.76,6.59,0.0,68.56,Medium
1073,Female,Government,Noisy,9.39,94.51,76.55,6.16,1.0,9.0,7.01,3.0,0.0,6.25,0.46,38.5,3.35,1.0,83.74,High
1972,Female,Semi-Private,Average,4.85,81.36,86.55,7.99,16.0,1.0,5.85,0.0,1.0,6.41,1.09,9.63,9.13,1.0,79.59,High
547,,Government,Average,2.56,71.22,76.78,5.02,8.0,7.0,0.36,4.0,1.0,8.46,3.89,37.49,5.74,0.0,66.7,Medium
1540,Male,Government,Quiet,4.24,84.35,76.32,6.73,19.0,9.0,0.22,0.0,1.0,10.0,3.63,40.53,6.15,0.0,74.88,Medium
659,Female,Government,Average,,79.66,,6.59,1.0,9.0,9.49,,1.0,7.23,3.9,3.71,7.58,1.0,85.81,High
1626,Male,Semi-Private,Average,1.56,79.93,59.76,4.43,4.0,1.0,8.93,3.0,0.0,4.01,4.1,18.13,5.0,1.0,66.44,Medium
1020,Male,Government,Average,4.27,,82.96,,7.0,0.0,6.53,0.0,1.0,1.74,4.11,19.43,1.33,1.0,73.67,Medium
1663,Male,Government,Noisy,5.5,78.77,,7.68,14.0,7.0,7.05,5.0,1.0,6.33,4.95,80.52,9.0,1.0,77.37,High
1505,Female,Government,Noisy,5.75,86.29,74.32,6.81,4.0,5.0,9.51,2.0,1.0,9.08,3.84,55.77,4.79,1.0,72.22,Medium
960,,Private,Average,11.06,91.93,49.8,5.79,10.0,9.0,3.55,,0.0,2.87,1.84,28.53,3.74,0.0,86.58,High
1882,Female,Private,Quiet,12.12,84.44,64.07,6.23,10.0,4.0,9.14,3.0,1.0,8.48,5.32,25.1,7.85,1.0,85.69,High
284,Female,Semi-Private,Average,,84.95,76.25,6.11,14.0,4.0,3.91,3.0,0.0,4.78,6.47,17.74,3.17,1.0,74.59,Medium
798,Male,Semi-Private,Quiet,9.69,79.05,29.63,7.77,4.0,7.0,9.61,0.0,0.0,5.67,4.72,22.83,3.65,1.0,68.92,Medium
1627,Male,Private,Noisy,0.47,58.6,51.38,6.49,14.0,5.0,8.87,4.0,1.0,9.63,5.56,47.69,5.54,1.0,66.95,Medium
226,Other,Government,Quiet,8.22,93.77,81.9,7.17,10.0,6.0,2.58,5.0,0.0,0.46,3.18,48.16,2.15,1.0,100.0,High
27,Male,Government,Average,2.85,92.39,59.95,6.3,17.0,9.0,2.21,4.0,1.0,2.7,3.08,35.55,3.88,0.0,89.5,High
1771,,Government,Quiet,9.81,76.36,76.43,6.99,7.0,4.0,9.12,1.0,1.0,,5.71,33.03,9.36,1.0,76.83,High
438,Male,Government,Average,2.59,78.22,70.19,5.71,5.0,3.0,6.7,3.0,0.0,6.54,3.1,38.76,8.06,0.0,65.91,Medium
1949,Female,Government,Quiet,1.14,75.35,79.46,6.98,2.0,4.0,3.24,3.0,0.0,8.89,4.65,28.21,7.33,1.0,60.91,Medium
1389,Male,Government,Quiet,7.77,78.9,63.59,7.78,7.0,0.0,3.33,0.0,0.0,2.02,5.43,38.81,5.89,0.0,60.56,Medium
230,Female,Government,Quiet,4.32,77.57,53.25,7.3,14.0,7.0,9.19,3.0,0.0,2.56,4.6,27.05,6.66,0.0,89.37,High
38,Male,Government,Average,2.95,81.1,78.79,5.81,,9.0,4.49,3.0,,4.14,3.51,16.39,6.07,1.0,80.24,High
750,Male,Government,Quiet,5.18,82.38,91.35,7.15,14.0,8.0,1.77,3.0,0.0,0.22,4.64,27.16,6.12,1.0,88.25,High
1046,Female,Semi-Private,Average,2.14,82.47,33.82,6.53,0.0,8.0,6.81,2.0,0.0,1.98,3.48,16.72,0.93,0.0,60.73,Medium
1399,Female,Government,Quiet,5.07,94.08,65.5,5.72,14.0,4.0,7.82,0.0,0.0,2.13,,25.6,0.0,1.0,82.75,High
470,Female,Semi-Private,,5.11,76.0,,7.89,7.0,5.0,9.94,0.0,1.0,9.44,2.23,2.98,6.64,1.0,82.53,High
1693,Male,Semi-Private,Average,5.78,82.2,76.24,4.75,14.0,7.0,7.52,5.0,1.0,7.73,4.4,45.13,8.74,1.0,87.35,High
1968,Male,Government,Quiet,3.43,100.0,,7.09,11.0,4.0,2.02,0.0,1.0,7.49,2.98,32.88,2.3,1.0,63.44,Medium
688,Male,Semi-Private,Quiet,0.92,77.7,71.74,8.56,16.0,0.0,5.35,5.0,1.0,8.48,2.27,45.62,6.64,0.0,69.88,Medium
1844,Female,Semi-Private,Average,6.46,82.27,59.56,6.46,10.0,1.0,6.97,4.0,1.0,8.34,3.34,72.94,6.18,0.0,71.39,Medium
640,Female,Private,Quiet,,72.56,54.34,7.04,14.0,10.0,8.89,1.0,1.0,1.99,3.1,48.23,3.86,0.0,97.73,High
1713,Male,Private,Noisy,2.69,,37.3,5.68,6.0,3.0,9.72,1.0,0.0,8.75,3.7,27.86,3.13,1.0,64.79,Medium
1219,Male,Government,Quiet,2.34,85.9,81.6,8.43,4.0,5.0,3.94,0.0,1.0,9.27,4.8,21.74,1.56,0.0,62.67,Medium
1159,Male,Government,Average,0.51,83.32,54.41,6.7,12.0,5.0,4.52,0.0,0.0,8.89,2.25,42.23,0.61,1.0,57.14,Medium
1416,Female,Government,Noisy,10.9,73.51,84.34,7.58,8.0,3.0,1.49,5.0,0.0,4.22,4.08,32.4,4.45,0.0,84.39,High
1528,Male,Government,Quiet,1.59,87.92,90.96,6.84,19.0,5.0,6.38,3.0,0.0,1.4,4.03,0.0,4.31,0.0,94.08,High
1656,Female,Government,Quiet,5.76,61.19,45.21,5.12,7.0,4.0,5.07,4.0,0.0,9.28,5.17,53.3,3.95,1.0,52.07,Medium
1301,Male,Government,Noisy,3.66,86.65,68.97,6.4,17.0,6.0,4.22,4.0,0.0,2.49,3.65,32.72,5.48,0.0,93.78,High
1823,Male,Private,Quiet,4.53,89.78,99.77,6.38,17.0,0.0,4.97,3.0,0.0,4.2,5.57,65.53,6.16,1.0,82.87,High
801,Male,Government,Average,3.39,66.21,64.45,5.16,11.0,8.0,7.81,1.0,0.0,2.96,5.77,51.76,4.27,1.0,80.26,High
1604,Female,Private,Quiet,10.52,,60.77,7.0,9.0,10.0,9.1,4.0,1.0,7.71,4.42,31.31,2.0,0.0,91.17,High
161,Female,Private,Average,4.31,94.04,65.43,7.66,9.0,0.0,6.51,3.0,0.0,3.26,4.04,53.8,0.0,0.0,67.91,Medium
957,Male,Government,Average,6.73,86.68,51.32,6.28,17.0,9.0,6.55,3.0,1.0,2.4,4.1,48.56,4.06,1.0,100.0,High
1187,,Government,,2.46,72.61,44.54,5.43,2.0,8.0,3.7,3.0,0.0,9.48,3.22,31.39,8.19,1.0,51.45,Medium
822,Female,Government,Quiet,5.94,79.59,96.31,7.51,10.0,3.0,1.31,3.0,1.0,2.87,3.17,0.0,2.72,1.0,78.5,High
1682,Male,Government,Quiet,0.99,44.42,83.47,7.93,16.0,7.0,0.23,2.0,0.0,5.36,2.46,56.59,5.99,0.0,69.55,Medium
878,Male,Government,Average,1.68,70.46,68.59,4.8,3.0,1.0,,1.0,1.0,0.63,4.7,25.88,0.0,1.0,70.15,Medium
914,Male,Semi-Private,Quiet,1.95,72.92,73.4,8.75,0.0,6.0,9.59,4.0,1.0,0.3,4.79,31.39,0.0,1.0,77.51,High
153,Female,Private,Noisy,11.79,65.0,38.88,7.46,16.0,0.0,6.38,3.0,1.0,4.36,2.9,1.26,5.46,1.0,73.69,Medium
1871,Male,Private,Quiet,3.91,82.62,60.11,5.54,4.0,2.0,5.97,5.0,1.0,3.03,4.26,42.47,7.62,1.0,78.57,High
1777,Male,Semi-Private,Average,4.69,70.46,49.09,6.58,17.0,7.0,7.23,3.0,1.0,5.65,2.02,19.01,1.85,1.0,87.84,High
510,,Government,Noisy,1.7,90.29,63.23,7.33,19.0,4.0,0.52,1.0,0.0,8.96,4.38,48.23,2.15,0.0,65.39,Medium
1136,Female,Semi-Private,Average,8.7,73.62,79.61,7.52,14.0,4.0,4.66,1.0,1.0,7.64,2.43,15.39,3.78,0.0,82.33,High
1251,Male,,Average,3.9,63.69,53.78,5.6,0.0,1.0,3.4,2.0,1.0,5.69,4.9,8.6,1.64,1.0,52.93,Medium
1684,Female,Private,Quiet,2.15,100.0,57.49,6.76,9.0,1.0,4.46,1.0,1.0,,1.83,34.01,7.34,0.0,67.81,Medium
104,Female,Semi-Private,Average,1.99,81.14,45.95,5.94,10.0,0.0,2.35,4.0,0.0,2.77,5.21,15.06,8.77,0.0,69.59,Medium
1446,Male,Semi-Private,Noisy,13.16,69.27,77.53,6.71,5.0,10.0,6.0,2.0,0.0,4.75,,14.64,5.9,0.0,86.18,High
1444,Female,Private,Average,12.8,77.36,58.54,8.25,20.0,2.0,1.59,2.0,1.0,7.21,3.62,47.97,3.32,0.0,76.59,High
587,Female,Government,Quiet,0.63,48.25,69.22,6.85,3.0,10.0,1.46,3.0,1.0,0.53,6.81,42.38,5.88,1.0,59.85,Medium
1769,Female,Semi-Private,Quiet,6.66,72.69,89.64,7.64,13.0,6.0,5.83,3.0,1.0,4.25,3.56,18.44,3.04,0.0,89.61,High
1144,Female,Private,Average,9.75,70.52,60.67,6.44,14.0,10.0,1.98,1.0,1.0,7.29,3.61,21.22,1.92,1.0,70.86,Medium
54,Male,Private,Noisy,7.19,77.55,51.48,5.68,17.0,1.0,8.59,3.0,1.0,3.36,3.66,17.78,6.66,,90.89,High
152,Male,Government,Quiet,0.77,82.95,80.69,5.23,20.0,1.0,0.03,1.0,1.0,6.81,3.27,16.69,0.31,1.0,73.36,Medium
404,Male,Private,Average,8.03,86.54,91.08,6.81,4.0,3.0,8.92,1.0,0.0,5.28,3.69,42.23,5.62,1.0,79.9,High
1943,Other,Semi-Private,Quiet,3.42,79.6,63.99,6.81,0.0,7.0,0.49,1.0,0.0,0.62,2.87,24.2,1.77,1.0,63.95,Medium
208,Female,Government,Quiet,6.8,84.71,48.25,7.26,20.0,8.0,0.32,5.0,0.0,9.48,0.0,35.0,5.72,0.0,91.56,High
1895,Female,Government,Average,2.96,66.89,62.72,7.96,7.0,10.0,4.98,0.0,0.0,7.86,4.55,,6.85,0.0,60.31,Medium
1123,Male,Government,Quiet,6.22,82.56,86.14,5.81,6.0,7.0,4.96,0.0,1.0,6.02,2.51,,3.62,0.0,83.43,High
1891,Male,Government,Noisy,4.6,79.09,67.7,9.07,17.0,5.0,7.44,1.0,1.0,7.42,1.37,41.55,0.8,0.0,84.05,High
9,Male,Private,Average,7.35,73.68,55.89,7.3,15.0,3.0,7.36,4.0,1.0,2.73,5.93,22.11,4.41,1.0,76.81,High
1015,Male,Government,Quiet,1.78,56.47,61.62,7.11,18.0,9.0,3.11,,,0.57,3.74,42.65,0.34,1.0,76.54,High
1907,Male,Government,Average,3.22,68.54,59.89,6.95,17.0,8.0,6.16,3.0,1.0,9.29,4.89,21.64,3.24,1.0,75.32,High
1061,Male,Semi-Private,Quiet,5.14,85.66,52.31,5.67,16.0,3.0,9.08,4.0,0.0,8.44,2.82,19.1,1.5,0.0,79.42,High
453,Male,Government,Noisy,5.39,87.17,62.88,7.21,5.0,8.0,,2.0,0.0,6.29,6.4,60.84,3.63,1.0,73.6,Medium
254,Male,Semi-Private,Average,9.72,76.44,50.68,6.8,12.0,7.0,2.03,2.0,1.0,6.64,3.18,36.28,3.69,1.0,66.36,Medium
1328,Male,,Quiet,5.63,81.31,62.58,,7.0,9.0,1.25,2.0,0.0,5.57,,51.07,3.97,1.0,74.64,Medium
897,Male,Semi-Private,Average,2.91,96.35,47.77,7.0,7.0,8.0,8.28,1.0,1.0,4.27,3.8,23.67,3.15,1.0,73.44,Medium
1734,Female,Semi-Private,Quiet,1.43,100.0,75.19,8.21,3.0,3.0,4.66,4.0,0.0,3.15,2.83,20.27,3.34,0.0,71.74,Medium
881,Female,,Noisy,18.0,72.7,77.46,7.86,12.0,1.0,9.64,4.0,0.0,8.31,1.54,31.47,5.71,0.0,96.84,High
1596,Male,Government,Quiet,8.91,96.75,68.07,8.03,5.0,8.0,8.31,1.0,0.0,8.17,2.5,31.72,0.0,0.0,82.03,High
1889,Female,Semi-Private,Average,5.08,87.42,76.75,6.44,5.0,7.0,4.04,2.0,1.0,4.95,2.84,39.12,6.25,1.0,68.68,Medium
624,Female,Semi-Private,Average,4.31,76.62,51.59,5.64,8.0,2.0,4.53,0.0,0.0,7.86,2.36,50.31,5.42,0.0,57.96,Medium
346,Male,Government,Average,9.14,55.57,70.15,8.01,19.0,8.0,1.95,2.0,1.0,3.43,1.08,73.1,0.0,1.0,85.9,High
1703,Female,Government,Quiet,5.36,98.45,53.71,5.66,19.0,3.0,2.27,4.0,0.0,3.1,2.81,30.69,0.0,1.0,72.84,Medium
263,Female,,Average,1.83,71.61,69.55,6.54,8.0,3.0,6.56,4.0,0.0,0.75,4.62,4.1,1.25,0.0,66.01,Medium
1635,Male,Private,Quiet,,,59.86,6.4,13.0,0.0,3.34,2.0,0.0,4.92,4.99,20.32,0.0,,59.69,Medium
1322,Female,Private,Quiet,3.34,85.55,66.43,7.46,11.0,4.0,7.84,,1.0,0.7,3.08,41.41,8.15,1.0,87.75,High
1439,Female,Government,Noisy,1.16,86.46,70.23,6.17,18.0,6.0,1.23,4.0,1.0,8.21,1.03,21.64,4.74,0.0,75.48,High
151,Female,Private,Average,5.06,96.45,68.55,7.26,9.0,3.0,9.11,4.0,0.0,4.79,2.56,,0.05,1.0,80.75,High
473,Male,Private,Quiet,4.78,66.31,100.0,6.17,19.0,10.0,3.44,0.0,0.0,8.46,2.94,22.79,5.84,0.0,84.24,High
641,Female,Government,Quiet,3.49,51.27,65.42,7.83,2.0,6.0,7.65,1.0,1.0,4.39,1.0,52.37,7.09,1.0,64.37,Medium
1983,Female,Private,Noisy,6.19,91.16,70.22,7.44,18.0,9.0,0.04,1.0,0.0,,2.07,0.0,3.77,0.0,79.98,High
1883,Male,,Average,2.83,88.89,65.57,7.27,20.0,0.0,6.48,2.0,0.0,8.49,3.71,7.79,0.75,0.0,81.08,High
551,Female,Government,Average,9.09,77.76,38.76,5.01,5.0,7.0,9.53,1.0,0.0,8.75,6.55,44.84,7.36,0.0,67.7,Medium
1780,Female,Semi-Private,Quiet,3.92,69.87,73.66,5.19,0.0,1.0,2.76,4.0,1.0,1.21,0.67,45.67,6.99,0.0,63.56,Medium
929,Female,Government,Quiet,4.86,89.31,57.19,6.8,10.0,5.0,3.75,2.0,0.0,1.57,6.68,40.17,2.22,0.0,66.18,Medium
489,Male,Government,Average,4.81,78.53,74.22,7.11,0.0,9.0,9.29,2.0,1.0,6.04,1.91,0.0,5.71,1.0,85.19,High
1812,Female,Private,Noisy,3.03,78.64,32.21,6.72,14.0,9.0,3.55,4.0,0.0,4.86,3.18,32.31,4.26,1.0,63.64,Medium
1172,Female,Private,Average,1.98,76.26,79.08,5.94,8.0,2.0,3.01,4.0,0.0,4.28,3.34,35.03,9.03,1.0,74.13,Medium
147,Female,Government,Noisy,3.29,86.92,,6.25,5.0,10.0,9.15,5.0,1.0,6.63,,7.88,2.68,0.0,92.7,High
1705,Male,Private,Quiet,3.16,77.97,90.6,6.85,0.0,7.0,8.2,4.0,1.0,8.09,1.48,17.41,,0.0,81.01,High
1929,Male,Semi-Private,Average,9.05,64.62,78.14,6.14,5.0,1.0,9.0,2.0,1.0,2.96,2.43,19.16,4.64,1.0,86.05,High
403,Male,Government,Average,7.89,88.35,64.96,6.23,19.0,8.0,4.17,3.0,0.0,4.94,5.83,24.09,2.58,0.0,81.67,High
955,Male,Government,Noisy,1.46,64.73,51.68,7.4,10.0,4.0,5.54,1.0,1.0,7.73,1.94,46.68,2.66,1.0,66.98,Medium
1878,Male,Government,Average,3.9,71.62,46.84,8.36,2.0,5.0,7.92,1.0,1.0,0.83,4.19,26.06,2.21,1.0,58.63,Medium
660,Female,Semi-Private,Average,,74.88,95.31,7.65,9.0,3.0,0.98,3.0,0.0,9.94,4.94,65.56,3.14,1.0,64.98,Medium
1373,Female,Semi-Private,Quiet,6.88,66.12,45.78,6.41,,3.0,8.55,0.0,1.0,9.59,3.65,3.86,2.52,1.0,67.01,Medium
464,Female,Semi-Private,Average,4.48,,67.35,7.76,14.0,10.0,6.49,1.0,0.0,8.16,1.4,8.18,5.91,0.0,77.21,High
1350,Male,Private,Average,4.67,93.91,64.15,7.28,13.0,5.0,1.3,3.0,0.0,6.66,4.27,0.0,2.97,0.0,71.29,Medium
187,,Government,Noisy,7.2,96.51,67.87,5.79,18.0,8.0,6.91,2.0,1.0,2.05,2.63,17.2,2.51,0.0,93.31,High
1148,Female,Government,Quiet,5.5,98.72,66.39,8.31,15.0,0.0,2.73,0.0,1.0,2.44,2.81,22.9,4.01,1.0,83.22,High
1225,Female,Private,Average,0.53,91.42,69.53,5.98,4.0,1.0,1.88,1.0,1.0,7.35,5.48,18.29,2.96,1.0,36.66,Low
609,Male,Private,Quiet,1.2,76.34,79.22,7.28,9.0,2.0,3.63,0.0,1.0,6.89,4.78,11.99,6.86,0.0,69.65,Medium
144,Female,Private,Average,7.57,73.05,49.98,6.89,19.0,5.0,5.92,4.0,0.0,4.77,3.5,32.94,3.9,0.0,75.01,High
752,,Government,Average,3.98,96.73,67.53,7.48,17.0,0.0,4.49,4.0,0.0,4.85,3.97,0.0,0.63,0.0,79.08,High
1535,Female,Government,Quiet,1.55,72.72,60.62,5.62,17.0,1.0,3.17,5.0,1.0,5.8,1.96,58.2,5.2,1.0,62.07,Medium
982,Female,Government,Average,5.76,66.75,58.9,5.87,17.0,,2.29,1.0,0.0,1.4,4.26,20.31,4.12,1.0,85.61,High
198,Male,Private,Average,5.65,100.0,81.41,5.51,1.0,6.0,0.79,1.0,1.0,0.59,3.05,36.27,7.19,1.0,78.99,High
1634,Female,Government,Quiet,5.0,85.43,54.95,6.43,4.0,3.0,5.59,1.0,1.0,4.3,1.32,11.35,1.23,0.0,69.12,Medium
884,Other,,Quiet,11.67,68.94,100.0,7.57,11.0,0.0,2.48,2.0,1.0,1.21,4.15,0.0,0.0,0.0,82.54,High
280,Male,Government,Average,3.85,53.46,46.3,7.01,4.0,4.0,7.58,5.0,1.0,4.97,4.94,41.14,0.99,0.0,61.03,Medium
294,Male,Government,Average,3.29,83.4,60.45,7.74,2.0,9.0,2.56,0.0,1.0,0.14,6.14,27.84,2.52,0.0,65.9,Medium
1824,Female,Government,Quiet,5.9,64.54,42.61,7.62,14.0,9.0,1.88,0.0,1.0,3.71,5.21,36.81,5.81,1.0,65.27,Medium
401,Female,Government,Noisy,5.84,81.36,54.43,7.09,2.0,9.0,0.68,2.0,1.0,7.39,3.89,8.65,2.42,1.0,65.65,Medium
123,Female,Private,Quiet,0.77,86.51,50.3,6.19,8.0,5.0,7.51,1.0,1.0,6.51,6.74,69.56,,0.0,59.83,Medium
1208,Male,Semi-Private,Noisy,1.82,86.03,68.62,7.79,20.0,2.0,1.27,1.0,1.0,6.19,2.09,27.69,5.98,1.0,81.6,High
203,Male,Semi-Private,Noisy,3.03,,66.5,7.27,7.0,2.0,2.47,1.0,1.0,3.6,3.31,22.92,3.88,0.0,70.98,Medium
1463,Female,Government,Noisy,6.82,79.51,49.08,4.99,2.0,10.0,0.18,5.0,1.0,9.91,3.91,0.0,4.97,1.0,64.41,Medium
836,Male,Government,Quiet,1.05,83.04,75.22,6.97,17.0,10.0,1.68,4.0,1.0,6.51,2.35,15.73,0.49,0.0,89.11,High
247,Female,Private,Average,2.04,91.19,79.15,5.91,19.0,4.0,2.58,,0.0,3.2,3.08,32.8,,1.0,83.2,High
1440,Male,Government,Noisy,2.69,93.09,79.83,5.18,4.0,3.0,7.73,4.0,0.0,4.04,5.78,44.92,6.74,0.0,66.67,Medium
1754,Other,Government,Quiet,10.81,75.79,64.48,6.29,15.0,9.0,8.21,0.0,0.0,5.42,3.99,14.84,3.55,1.0,89.13,High
1902,Female,Private,Quiet,4.86,73.69,43.44,7.71,18.0,4.0,7.55,2.0,1.0,7.16,3.1,30.79,7.01,1.0,70.66,Medium
1708,Male,Semi-Private,Quiet,3.31,89.94,61.45,6.46,14.0,3.0,4.31,2.0,1.0,8.77,0.58,19.39,3.83,1.0,72.24,Medium
1881,Male,Semi-Private,Average,,100.0,76.93,6.57,0.0,0.0,3.66,1.0,1.0,8.07,2.17,39.89,4.65,1.0,66.81,Medium
1154,Female,Government,Quiet,4.94,100.0,71.78,8.73,5.0,6.0,5.37,2.0,0.0,5.44,0.0,28.69,5.25,1.0,91.68,High
1662,Female,Government,Average,1.92,77.78,60.95,8.15,1.0,4.0,3.25,4.0,0.0,9.17,0.0,56.02,5.6,0.0,71.81,Medium
1427,Female,Government,Noisy,2.69,59.73,90.04,6.54,19.0,7.0,1.11,2.0,1.0,9.78,4.1,9.53,1.04,0.0,88.51,High
385,Male,Government,Quiet,9.12,80.02,44.04,7.72,19.0,0.0,1.33,5.0,1.0,2.95,2.74,32.68,1.0,1.0,73.06,Medium
1759,Male,Semi-Private,Quiet,4.66,73.26,62.98,8.1,8.0,6.0,5.58,1.0,1.0,8.48,2.48,15.59,2.67,0.0,74.25,Medium
855,Female,Private,Noisy,2.71,87.3,64.63,7.54,14.0,6.0,1.84,1.0,0.0,3.48,3.17,42.77,3.68,0.0,71.88,Medium
1590,Male,Semi-Private,Average,3.16,87.67,88.6,7.34,8.0,1.0,5.7,1.0,1.0,2.92,4.04,35.29,7.13,1.0,77.38,High
220,Female,Private,Quiet,7.58,99.59,71.62,7.21,16.0,0.0,6.54,2.0,0.0,9.47,3.32,33.1,6.87,0.0,76.3,High
642,Female,Government,Noisy,0.43,76.65,75.72,7.09,12.0,8.0,7.02,4.0,0.0,8.94,5.13,26.75,0.72,0.0,72.54,Medium
2,Female,Semi-Private,Quiet,6.8,76.46,92.29,7.33,9.0,6.0,1.7,4.0,0.0,1.75,2.43,62.74,,1.0,85.51,High
